method,look,horizon,n,balance
ledoit_wolf,87,3,316,0.4693776752261983
oracle_approximating,71,7,137,0.46926507029439873
sample_cov,89,7,134,0.4691380024185125
exp_cov,91,4,235,0.46893812589826206
exp_cov,90,7,134,0.4688684615307409
exp_cov,86,3,316,0.4688225890969653
sample_cov,75,5,191,0.4687863510212251
ledoit_wolf_constant_variance,91,5,188,0.4686466226717377
ledoit_wolf,91,5,188,0.4686466226717377
ledoit_wolf_single_factor,75,7,136,0.4686064129575367
sample_cov,88,9,104,0.46857491198063206
oracle_approximating,77,9,105,0.46857145462971456
oracle_approximating,91,5,188,0.46849202149095753
ledoit_wolf,71,7,137,0.467988614128703
ledoit_wolf_constant_variance,71,7,137,0.467988614128703
oracle_approximating,88,6,157,0.46792998724538415
ledoit_wolf_single_factor,76,6,159,0.46787697985495763
exp_cov,76,5,191,0.4673264672869377
sample_cov,81,5,190,0.46732219991721824
ledoit_wolf,77,9,105,0.4673009380430012
ledoit_wolf_constant_variance,77,9,105,0.4673009380430012
sample_cov,85,9,104,0.46726548162010395
ledoit_wolf_single_factor,74,4,240,0.4672153055065297
semicovariance,76,3,319,0.4668160124342369
ledoit_wolf_constant_correlation,76,7,136,0.4666971380224429
ledoit_wolf_constant_variance,84,3,317,0.46668618864800493
ledoit_wolf,84,3,317,0.46668618864800493
sample_cov,80,7,135,0.46666423877055213
ledoit_wolf_single_factor,83,4,237,0.4665031110991228
exp_cov,77,7,136,0.46615349356869584
oracle_approximating,92,3,314,0.46585716403648747
semicovariance,76,4,239,0.4657825112620108
ledoit_wolf_constant_correlation,78,8,119,0.4656965223722525
oracle_approximating,96,7,133,0.46547401140914013
sample_cov,88,4,236,0.46530339558319145
oracle_approximating,90,3,315,0.46529937328095167
exp_cov,77,6,159,0.4650762423784788
ledoit_wolf,86,5,189,0.4643752184130884
ledoit_wolf_constant_variance,86,5,189,0.4643752184130884
exp_cov,81,5,190,0.46434040634124574
sample_cov,92,3,314,0.46418793607591813
oracle_approximating,82,4,238,0.4638726786997694
ledoit_wolf,82,9,105,0.4637587333632385
ledoit_wolf_constant_variance,82,9,105,0.4637587333632385
sample_cov,90,7,134,0.46353341258804787
exp_cov,80,7,135,0.46346267553364706
ledoit_wolf_single_factor,79,9,105,0.46271522145724553
oracle_approximating,86,5,189,0.4626859064733435
sample_cov,78,7,136,0.4626364503230564
sample_cov,91,5,188,0.46259962617988404
sample_cov,93,3,314,0.4625382918447569
oracle_approximating,81,8,118,0.46247908733143367
ledoit_wolf_constant_correlation,80,4,238,0.4622939632288584
exp_cov,81,6,158,0.46223120396493483
sample_cov,88,6,157,0.4620251205118971
ledoit_wolf_single_factor,79,3,318,0.46176310576416624
sample_cov,86,5,189,0.461745072543636
exp_cov,85,9,104,0.4615692840280223
ledoit_wolf_constant_variance,95,7,133,0.4614140398564867
ledoit_wolf,95,7,133,0.4614140398564867
sample_cov,81,6,158,0.46139770028945115
exp_cov,73,5,192,0.4611834317337167
ledoit_wolf,80,8,118,0.46113786639555376
ledoit_wolf_constant_variance,80,8,118,0.46113786639555376
exp_cov,84,5,189,0.46106029716062813
exp_cov,88,9,104,0.4608375870186035
ledoit_wolf_single_factor,77,3,319,0.4605021495825693
exp_cov,102,7,132,0.46031290166107086
sample_cov,90,6,157,0.4600005644951734
exp_cov,82,6,158,0.4598305165345056
ledoit_wolf_single_factor,82,7,135,0.45933939844049615
ledoit_wolf,85,3,316,0.45929002099387667
ledoit_wolf_constant_variance,85,3,316,0.45929002099387667
ledoit_wolf,90,3,315,0.45924692227667563
ledoit_wolf_constant_variance,90,3,315,0.45924692227667563
oracle_approximating,82,9,105,0.45908498360002065
exp_cov,79,5,190,0.45900903752442906
exp_cov,87,3,316,0.45897318696650763
ledoit_wolf_single_factor,78,6,159,0.4581471287523759
oracle_approximating,88,4,236,0.4581153635474817
exp_cov,88,6,157,0.45808385239853655
ledoit_wolf_single_factor,75,4,239,0.4579563335775124
sample_cov,71,7,137,0.45793261432949883
exp_cov,89,5,188,0.45741436573305144
ledoit_wolf_constant_correlation,72,5,192,0.45741008127343685
exp_cov,85,4,237,0.4572016746532184
oracle_approximating,93,3,314,0.45708878558254906
ledoit_wolf_constant_variance,74,8,119,0.4567178134158567
ledoit_wolf,74,8,119,0.4567178134158567
ledoit_wolf_single_factor,88,7,134,0.456711027488694
ledoit_wolf_single_factor,71,6,160,0.45661446362240266
exp_cov,77,5,191,0.4563672251835672
exp_cov,77,9,105,0.45633237720408265
oracle_approximating,90,6,157,0.4561599300582
exp_cov,79,6,158,0.4561104679272278
sample_cov,82,6,158,0.45558071977324
oracle_approximating,88,3,315,0.4555241859504837
ledoit_wolf_constant_variance,88,3,315,0.45546237458283456
ledoit_wolf,88,3,315,0.45546237458283456
exp_cov,75,5,191,0.45536766648106547
ledoit_wolf,80,9,105,0.4550904870040542
ledoit_wolf_constant_variance,80,9,105,0.4550904870040542
exp_cov,89,7,134,0.4549338762477583
oracle_approximating,74,8,119,0.45481987267872703
ledoit_wolf,90,6,157,0.45455662606892877
ledoit_wolf_constant_variance,90,6,157,0.45455662606892877
ledoit_wolf_constant_variance,88,4,236,0.4544213920965643
ledoit_wolf,88,4,236,0.4544213920965643
oracle_approximating,75,8,119,0.4538464952585388
oracle_approximating,85,3,316,0.45377031878429147
ledoit_wolf_constant_variance,93,3,314,0.4533336417831373
ledoit_wolf,93,3,314,0.4533336417831373
oracle_approximating,95,7,133,0.4532414032322606
ledoit_wolf_single_factor,79,4,238,0.4529416432476606
exp_cov,90,6,157,0.4528561751063109
ledoit_wolf_single_factor,81,9,105,0.45280661628839014
ledoit_wolf_single_factor,90,6,157,0.45280486419994986
ledoit_wolf,71,8,119,0.45279719608085217
ledoit_wolf_constant_variance,71,8,119,0.45279719608085217
oracle_approximating,80,8,118,0.45256538156692133
exp_cov,76,9,105,0.4521627298981623
sample_cov,75,8,119,0.4518164416974829
exp_cov,84,3,317,0.4516575015119575
sample_cov,96,7,133,0.4515604108450971
sample_cov,92,4,235,0.4512248037635227
ledoit_wolf,81,4,238,0.45105065069909384
ledoit_wolf_constant_variance,81,4,238,0.45105065069909384
sample_cov,88,3,315,0.45086380436749735
ledoit_wolf_constant_variance,75,8,119,0.4507965542321306
ledoit_wolf,75,8,119,0.4507965542321306
oracle_approximating,84,4,237,0.4506111169120823
ledoit_wolf_single_factor,76,3,319,0.450115506787247
ledoit_wolf_single_factor,78,3,319,0.44935840863327015
ledoit_wolf_constant_variance,72,8,119,0.44927537584728056
ledoit_wolf,72,8,119,0.44927537584728056
sample_cov,76,6,159,0.44914831941526906
exp_cov,82,9,105,0.4491289356774092
ledoit_wolf_constant_variance,73,6,159,0.44886122720994176
ledoit_wolf,73,6,159,0.44886122720994176
sample_cov,82,9,105,0.4487374315540519
ledoit_wolf_constant_variance,84,4,237,0.4486982742022067
ledoit_wolf,84,4,237,0.4486982742022067
exp_cov,89,3,315,0.448689895651805
sample_cov,85,3,316,0.44864132573945253
oracle_approximating,81,4,238,0.44851117890459813
ledoit_wolf_single_factor,74,7,136,0.4482998623047717
exp_cov,88,4,236,0.4482926337262815
exp_cov,92,3,314,0.44828120144287364
exp_cov,91,5,188,0.4482757736705404
exp_cov,93,3,314,0.4482365392086589
exp_cov,74,9,106,0.4479787308552372
oracle_approximating,76,6,159,0.44794797713381096
exp_cov,92,4,235,0.44762622050722634
ledoit_wolf_constant_variance,77,8,119,0.44745884877377723
ledoit_wolf,77,8,119,0.44745884877377723
exp_cov,86,5,189,0.4466997493368301
sample_cov,82,4,238,0.4466041564043918
oracle_approximating,71,8,119,0.44651108540272955
oracle_approximating,73,6,159,0.44626163147566306
oracle_approximating,92,4,235,0.44621128311983727
ledoit_wolf,83,3,317,0.4460267477802831
ledoit_wolf_constant_variance,83,3,317,0.4460267477802831
sample_cov,81,8,118,0.4458417101270318
ledoit_wolf_constant_correlation,73,3,320,0.4458071479529551
ledoit_wolf_constant_variance,92,4,235,0.4457730798206231
ledoit_wolf,92,4,235,0.4457730798206231
ledoit_wolf_single_factor,79,8,118,0.4455555978257755
ledoit_wolf,78,6,159,0.4454254568530644
ledoit_wolf_constant_variance,78,6,159,0.4454254568530644
sample_cov,84,4,237,0.44527146530821565
exp_cov,96,7,133,0.44525178548467936
ledoit_wolf,83,4,237,0.4451085995044026
ledoit_wolf_constant_variance,83,4,237,0.4451085995044026
oracle_approximating,72,8,119,0.44508468140099955
ledoit_wolf,91,3,314,0.4449461907098074
ledoit_wolf_constant_variance,91,3,314,0.4449461907098074
exp_cov,71,7,137,0.44471454515004655
oracle_approximating,91,3,314,0.4447144523404888
oracle_approximating,80,9,105,0.4443713991744997
oracle_approximating,78,6,159,0.4441302071936874
ledoit_wolf,76,6,159,0.4437059375961211
ledoit_wolf_constant_variance,76,6,159,0.4437059375961211
exp_cov,82,4,238,0.44366557096562764
ledoit_wolf_constant_variance,78,9,105,0.44318323412778476
ledoit_wolf,78,9,105,0.44318323412778476
oracle_approximating,83,3,317,0.443121916317375
sample_cov,74,8,119,0.4427438261772804
ledoit_wolf_single_factor,83,7,135,0.4425970444426617
ledoit_wolf,82,7,135,0.4425833967716574
ledoit_wolf_constant_variance,82,7,135,0.4425833967716574
ledoit_wolf,79,8,118,0.442566390387079
ledoit_wolf_constant_variance,79,8,118,0.442566390387079
oracle_approximating,78,9,105,0.4421707909618849
exp_cov,90,3,315,0.4421063927191284
sample_cov,81,4,238,0.4421061048094301
ledoit_wolf,73,8,119,0.4418922365729037
ledoit_wolf_constant_variance,73,8,119,0.4418922365729037
ledoit_wolf_single_factor,71,4,240,0.44167290728192665
ledoit_wolf,78,4,239,0.44161061534497525
ledoit_wolf_constant_variance,78,4,239,0.44161061534497525
exp_cov,81,8,118,0.4411070051227928
exp_cov,85,3,316,0.44108217890414464
oracle_approximating,77,8,119,0.44055715718322647
exp_cov,76,6,159,0.4404055856261073
sample_cov,91,3,314,0.4403599096061686
ledoit_wolf_constant_variance,83,7,135,0.44023096056596966
ledoit_wolf,83,7,135,0.44023096056596966
oracle_approximating,83,4,237,0.4399866700007788
sample_cov,95,7,133,0.43956288495838225
oracle_approximating,73,8,119,0.43948140983476486
sample_cov,73,6,159,0.4390237360912407
sample_cov,75,6,159,0.4389639205298134
ledoit_wolf_constant_variance,81,3,318,0.43867272464919294
ledoit_wolf,81,3,318,0.43867272464919294
oracle_approximating,81,3,318,0.43863733521022413
exp_cov,88,3,315,0.43809802936424064
sample_cov,73,8,119,0.43802993681011343
ledoit_wolf,74,6,159,0.43757856739943035
ledoit_wolf_constant_variance,74,6,159,0.43757856739943035
sample_cov,78,6,159,0.43710091240420573
exp_cov,75,8,119,0.43703344082259427
oracle_approximating,82,7,135,0.43694063847865006
sample_cov,81,3,318,0.43666987792007966
ledoit_wolf_constant_variance,81,9,105,0.43622998210423336
ledoit_wolf,81,9,105,0.43622998210423336
exp_cov,78,7,136,0.4361362185401902
ledoit_wolf_single_factor,81,7,135,0.4360437201910526
oracle_approximating,83,7,135,0.435991307665635
exp_cov,95,7,133,0.4355085020474352
ledoit_wolf,79,9,105,0.43540620501190896
ledoit_wolf_constant_variance,79,9,105,0.43540620501190896
oracle_approximating,78,4,239,0.43502075707946275
sample_cov,83,3,317,0.4348673836840161
oracle_approximating,75,6,159,0.4348289715128543
ledoit_wolf,82,3,317,0.43472501548777015
ledoit_wolf_constant_variance,82,3,317,0.43472501548777015
ledoit_wolf_constant_variance,88,7,134,0.43458440111690444
ledoit_wolf,88,7,134,0.43458440111690444
exp_cov,84,4,237,0.43421194828043475
ledoit_wolf_constant_variance,76,8,119,0.4341297819650689
ledoit_wolf,76,8,119,0.4341297819650689
oracle_approximating,79,8,118,0.4341224902421718
ledoit_wolf_single_factor,76,7,136,0.4336317118202576
ledoit_wolf_constant_variance,77,4,239,0.43334736503429067
ledoit_wolf,77,4,239,0.43334736503429067
exp_cov,81,4,238,0.4332686601973823
oracle_approximating,74,6,159,0.4331147704759822
sample_cov,83,7,135,0.4325219705156577
ledoit_wolf_constant_correlation,74,3,320,0.43222918497255436
ledoit_wolf,74,5,191,0.43222437213458775
ledoit_wolf_constant_variance,74,5,191,0.43222437213458775
sample_cov,77,8,119,0.4321763052636099
oracle_approximating,76,8,119,0.4319125752861703
ledoit_wolf_single_factor,72,6,160,0.4318545917832279
exp_cov,75,6,159,0.43126740538081065
ledoit_wolf_constant_variance,75,7,136,0.4309926126326852
ledoit_wolf,75,7,136,0.4309926126326852
oracle_approximating,81,9,105,0.4309534960704382
sample_cov,76,8,119,0.4308702432757838
exp_cov,83,7,135,0.43085932431207286
oracle_approximating,77,4,239,0.4306299370947456
sample_cov,78,9,105,0.4304565096539334
sample_cov,83,4,237,0.42991991780315736
sample_cov,77,4,239,0.4297345315565708
oracle_approximating,79,9,105,0.4293637214020086
oracle_approximating,82,3,317,0.42928587649528244
sample_cov,74,6,159,0.42921968336288296
oracle_approximating,88,7,134,0.42889114506777315
ledoit_wolf_single_factor,75,3,320,0.42879568668765555
ledoit_wolf_single_factor,78,8,119,0.4283375429150551
exp_cov,91,3,314,0.4276837426266476
ledoit_wolf,75,6,159,0.42745516251738125
ledoit_wolf_constant_variance,75,6,159,0.42745516251738125
exp_cov,73,6,159,0.42738157807493093
sample_cov,72,8,119,0.4272212607259934
oracle_approximating,74,5,191,0.42720755875109434
ledoit_wolf_single_factor,80,4,238,0.4271358073709182
ledoit_wolf_constant_variance,71,6,160,0.4260959120455098
ledoit_wolf,71,6,160,0.4260959120455098
oracle_approximating,75,7,136,0.42607122239149403
sample_cov,80,8,118,0.42577420163326096
ledoit_wolf,72,6,160,0.4255833190122102
ledoit_wolf_constant_variance,72,6,160,0.4255833190122102
sample_cov,82,7,135,0.42546672289070864
ledoit_wolf_single_factor,71,8,119,0.4249173817086133
oracle_approximating,72,6,160,0.42487981574398964
ledoit_wolf,78,8,119,0.42448122895686985
ledoit_wolf_constant_variance,78,8,119,0.42448122895686985
oracle_approximating,71,6,160,0.42398246921326377
exp_cov,74,8,119,0.42360961851237755
exp_cov,83,4,237,0.4233522202418335
exp_cov,78,6,159,0.42332765415067347
ledoit_wolf_single_factor,76,4,239,0.42332717704274303
exp_cov,72,8,119,0.4231020706148504
ledoit_wolf_constant_variance,74,4,240,0.4230752222883539
ledoit_wolf,74,4,240,0.4230752222883539
ledoit_wolf,79,4,238,0.42302363784882824
ledoit_wolf_constant_variance,79,4,238,0.42302363784882824
exp_cov,73,8,119,0.42242626720711274
exp_cov,83,3,317,0.42210100842136206
oracle_approximating,74,4,240,0.420809456898439
exp_cov,81,3,318,0.42080095079257307
sample_cov,82,3,317,0.42065994684472463
sample_cov,75,7,136,0.4198532936074745
sample_cov,80,9,105,0.4195524761591155
sample_cov,78,4,239,0.4191653822712601
oracle_approximating,75,4,239,0.41881937701852556
sample_cov,88,7,134,0.41871427869354144
ledoit_wolf_single_factor,72,8,119,0.4180647445845376
ledoit_wolf_constant_correlation,71,9,106,0.41794489668936724
exp_cov,80,9,105,0.4176211547104274
ledoit_wolf,80,3,318,0.4174020544478295
ledoit_wolf_constant_variance,80,3,318,0.4174020544478295
oracle_approximating,79,4,238,0.41729041654310456
sample_cov,74,5,191,0.4169325452620284
ledoit_wolf,79,3,318,0.4166854507553188
ledoit_wolf_constant_variance,79,3,318,0.4166854507553188
sample_cov,75,4,239,0.4166801762935214
sample_cov,71,6,160,0.41632870819770484
ledoit_wolf_constant_variance,77,3,319,0.4159060192808685
ledoit_wolf,77,3,319,0.4159060192808685
oracle_approximating,78,8,119,0.41564215994707887
exp_cov,76,8,119,0.4155503528394194
exp_cov,82,7,135,0.41552034771416124
ledoit_wolf_single_factor,72,5,192,0.4151481679314474
ledoit_wolf,81,7,135,0.4146175456907449
ledoit_wolf_constant_variance,81,7,135,0.4146175456907449
sample_cov,81,9,105,0.413865301731202
ledoit_wolf_constant_variance,75,4,239,0.4134984811663041
ledoit_wolf,75,4,239,0.4134984811663041
ledoit_wolf_constant_variance,76,7,136,0.4128021648110986
ledoit_wolf,76,7,136,0.4128021648110986
exp_cov,77,8,119,0.4127670356345638
exp_cov,74,6,159,0.4127427855009537
oracle_approximating,77,3,319,0.4127297542087881
sample_cov,79,4,238,0.41268438089135445
oracle_approximating,80,3,318,0.4125339630515737
exp_cov,78,9,105,0.41211596725665733
oracle_approximating,79,3,318,0.4119513324147658
sample_cov,77,3,319,0.4119064797512235
ledoit_wolf_single_factor,73,9,106,0.41168789436413644
ledoit_wolf_single_factor,72,3,321,0.41081299674940897
sample_cov,71,8,119,0.41075208357000537
ledoit_wolf_constant_variance,74,7,136,0.4106161490758211
ledoit_wolf,74,7,136,0.4106161490758211
sample_cov,73,4,240,0.410351125763181
sample_cov,74,4,240,0.41010870377179176
exp_cov,82,3,317,0.4100798548046494
ledoit_wolf_constant_variance,71,4,240,0.40961560693557403
ledoit_wolf,71,4,240,0.40961560693557403
ledoit_wolf_single_factor,71,3,321,0.40952136734499384
oracle_approximating,76,7,136,0.4094837305180614
exp_cov,80,8,118,0.4094475745255117
ledoit_wolf,73,9,106,0.40907432548788836
ledoit_wolf_constant_variance,73,9,106,0.40907432548788836
sample_cov,79,9,105,0.40865931852520004
sample_cov,72,6,160,0.4085168745995834
ledoit_wolf_single_factor,72,4,240,0.4084988802318634
exp_cov,88,7,134,0.40834769284524247
sample_cov,79,8,118,0.4080679541752117
ledoit_wolf,78,3,319,0.4080176767522475
ledoit_wolf_constant_variance,78,3,319,0.4080176767522475
ledoit_wolf_constant_variance,73,4,240,0.40794766901856505
ledoit_wolf,73,4,240,0.40794766901856505
oracle_approximating,73,4,240,0.40712018947561
oracle_approximating,78,3,319,0.4071097900238051
oracle_approximating,74,7,136,0.4063204577039895
exp_cov,81,9,105,0.4061906240019026
exp_cov,75,7,136,0.40537836408809025
sample_cov,78,3,319,0.40534849555635494
sample_cov,80,3,318,0.4048731182852197
exp_cov,72,6,160,0.4047069471162572
oracle_approximating,73,9,106,0.40460127752817987
sample_cov,79,3,318,0.4042452107123249
oracle_approximating,81,7,135,0.40381098843749536
exp_cov,71,8,119,0.4036840868641914
exp_cov,75,4,239,0.40308252388095783
oracle_approximating,71,4,240,0.4027531743068987
ledoit_wolf_constant_variance,71,5,192,0.4016951120077617
ledoit_wolf,71,5,192,0.4016951120077617
ledoit_wolf_single_factor,71,5,192,0.40100302264431165
ledoit_wolf_single_factor,73,3,320,0.4006931233100299
exp_cov,71,6,160,0.3995366921404698
sample_cov,76,7,136,0.3992160384248964
exp_cov,77,4,239,0.3990936831758407
oracle_approximating,71,5,192,0.39838748762756515
sample_cov,75,3,320,0.39810816276013594
exp_cov,74,4,240,0.3976141866794385
exp_cov,78,4,239,0.39721227594825564
ledoit_wolf_single_factor,74,3,320,0.39706177719184166
exp_cov,79,9,105,0.39705716754663134
sample_cov,73,9,106,0.39630484661444143
oracle_approximating,75,3,320,0.3960991314594723
ledoit_wolf_constant_correlation,72,9,106,0.3953713460974937
oracle_approximating,76,3,319,0.39472682463609354
ledoit_wolf_constant_variance,76,3,319,0.3947051578778362
ledoit_wolf,76,3,319,0.3947051578778362
exp_cov,79,3,318,0.39401086174660155
sample_cov,76,4,239,0.3933569836554426
oracle_approximating,76,4,239,0.3920014537789349
exp_cov,73,9,106,0.39185149538585656
sample_cov,78,8,119,0.39181631471370026
sample_cov,74,7,136,0.39179298221428205
ledoit_wolf,80,4,238,0.3916135283066064
ledoit_wolf_constant_variance,80,4,238,0.3916135283066064
exp_cov,79,4,238,0.3912603382060877
exp_cov,76,7,136,0.3908146124223592
oracle_approximating,80,4,238,0.39010037997282687
exp_cov,79,8,118,0.3899730584193016
exp_cov,80,3,318,0.38981785395126073
exp_cov,78,8,119,0.38978789529361824
sample_cov,76,3,319,0.3896862131120729
exp_cov,78,3,319,0.38895661345768495
ledoit_wolf,76,4,239,0.3887865682719383
ledoit_wolf_constant_variance,76,4,239,0.3887865682719383
ledoit_wolf_constant_variance,75,3,320,0.3882106211479625
ledoit_wolf,75,3,320,0.3882106211479625
sample_cov,71,5,192,0.3878876820090189
exp_cov,73,4,240,0.3878847570399104
sample_cov,80,4,238,0.38777117377071174
ledoit_wolf_single_factor,71,9,106,0.38685510098808107
ledoit_wolf,72,5,192,0.3866319388293021
ledoit_wolf_constant_variance,72,5,192,0.3866319388293021
sample_cov,71,4,240,0.38599315868830836
oracle_approximating,72,5,192,0.3858053617443974
exp_cov,71,4,240,0.38462773018695495
exp_cov,75,3,320,0.38395795111780184
exp_cov,74,7,136,0.38319226440815013
exp_cov,74,5,191,0.3829749651852939
sample_cov,81,7,135,0.3817685176891739
exp_cov,77,3,319,0.3808740599337699
exp_cov,76,3,319,0.3806423154487071
exp_cov,72,5,192,0.3783166596536425
ledoit_wolf_constant_variance,71,9,106,0.3778663041269551
ledoit_wolf,71,9,106,0.3778663041269551
ledoit_wolf,72,4,240,0.3774654319977465
ledoit_wolf_constant_variance,72,4,240,0.3774654319977465
sample_cov,72,5,192,0.37716217941691427
oracle_approximating,72,4,240,0.37610537022123086
exp_cov,81,7,135,0.3745955203409063
exp_cov,71,5,192,0.37412515261640766
exp_cov,80,4,238,0.3736619901049042
oracle_approximating,72,3,321,0.37150809897117054
oracle_approximating,71,9,106,0.37142332765261216
ledoit_wolf_constant_variance,72,3,321,0.3710440791981536
ledoit_wolf,72,3,321,0.3710440791981536
exp_cov,76,4,239,0.36993466846489115
sample_cov,72,4,240,0.3690415178210012
sample_cov,72,3,321,0.367784705381627
exp_cov,72,4,240,0.36508324856107033
ledoit_wolf_single_factor,72,9,106,0.363752247173108
exp_cov,72,3,321,0.36213129260086796
ledoit_wolf,74,3,320,0.35972138705166357
ledoit_wolf_constant_variance,74,3,320,0.35972138705166357
ledoit_wolf_constant_variance,72,9,106,0.35825614875572737
ledoit_wolf,72,9,106,0.35825614875572737
ledoit_wolf_constant_variance,71,3,321,0.35553113726893887
ledoit_wolf,71,3,321,0.35553113726893887
oracle_approximating,74,3,320,0.355081421966551
sample_cov,71,9,106,0.3530759810421577
oracle_approximating,71,3,321,0.35301970601260313
oracle_approximating,72,9,106,0.3520205051033125
ledoit_wolf_constant_variance,73,3,320,0.3505929833501534
ledoit_wolf,73,3,320,0.3505929833501534
sample_cov,71,3,321,0.3496420412006587
sample_cov,74,3,320,0.34944817929448924
oracle_approximating,73,3,320,0.3494376595860683
exp_cov,71,9,106,0.34554929766647385
exp_cov,71,3,321,0.34112103360150187
sample_cov,73,3,320,0.33954730503679303
exp_cov,72,9,106,0.338326505408469
exp_cov,73,3,320,0.33639630937788184
sample_cov,72,9,106,0.33503281132547624
exp_cov,74,3,320,0.3295358390842614
